county,town,name,addresses,lon,lat,geoAddress,X.U.505C..U.8ECA..U.5834.,X.U.5EC1..U.6240.,ATM,X.U.5EA7..U.4F4D..U.5340.,ibon.WiFi,OPEN..STORE,X.U.5343..U.79A7..U.8840..U.58D3..U.7AD9.,X.U.51B0..U.584A..U.676F..U.8CA9..U.552E.,X.U.971C..U.6DC7..U.6DCB.,X.U.53F0..U.5851..U.6709..U.6A5F..U.852C..U.83DC.,X.U.7F8E..U.599D.,Mister.Donut.U.751C..U.751C..U.5708.,ibon,X.U.73FE..U.8403..U.8336.,X.U.73FE..U.84B8..U.5730..U.74DC.,X.U.7D71..U.4E00..U.751F..U.6A5F.,OPEN..U.5152..U.7AE5..U.95B1..U.89BD..U.5BA4.,K.Seren,X21TOGO,X.U.70D8..U.57F9..U.574A.,X....CAFE.RESERVE,X.U.535A..U.5BA2..U.4F86.,X.U.7CD6..U.679C..U.5C4B.,X.U.65E5..U.672C.7.ELEVEN.U.9650..U.5B9A.,X.U.570B..U.969B..U.7CBE..U.54C1..U.5C08..U.6AC3.,X.U.7CBE..U.54C1..U.5496..U.5561.,CITY.CAFE.U.6C2E..U.6C23..U.98F2..U.54C1.,X.U.5929..U.7D20..U.5730..U.852C.,X.U.56B4..U.9078..U.7D20..U.6750..U.51B7..U.51CD..U.9BAE..U.7269.,X.U.5149..U.5408..U.5E15..U.5C3C..U.5C3C.,X.U.51B7..U.51CD..U.4EA4..U.8CA8..U.4FBF.,X.U.9152.BAR,X.U.5BF5..U.7269..U.751F..U.6D3B..U.5C08..U.5340.,X.U.9177..U.8056..U.77F3.,X.U.751C..U.9EDE..U.5C08..U.6AC3.
台中市,大里區,益民,台中市大里區東興里10鄰大明路238號,120.6837599,24.1153655,"no. 238, daming rd, dali district, taichung city, taiwan 412",NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA
台中市,大里區,草湖,台中市大里區中興路一段11之6號11之7號1樓東南路1號1樓,120.6982378,24.080115,"东, no. 11之4號, section 1, zhongxing rd, dali district, taichung city, taiwan 412",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,大里區,國光,台中市大里區國光路二段257號,120.6805708,24.1056457,"no. 257, section 2, guoguang rd, dali district, taichung city, taiwan 412",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,大里區,祥興,台中市大里區祥興路551號,120.6800526,24.1175593,"no. 551, xiangxing rd, taichung city, taiwan",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,大里區,軟體,台中市大里區東湖里中山路131號,120.6941936,24.0824915,"no. 131號, zhongshan rd, dali district, taichung city, taiwan 412",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA
台中市,大里區,喬城,台中市大里區大智路567號,120.6905063,24.1232837,"no. 567, dazhi rd, dali district, taichung city, taiwan 412",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,大里區,愛心,台中市大里區愛心路43號,120.679819,24.1013759,"no. 43號, aixin rd, dali district, taichung city, taiwan 412",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,NA
台中市,大里區,新仁華,台中市大里區仁化路460.462號,120.7095001,24.0945028,"renhua rd, dali district, taichung city, taiwan 412",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,大里區,新永大,台中市大里區大明路340號1樓,120.6808488,24.115187,"1, no. 340, daming rd, dali district, taichung city, taiwan 412",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA
台中市,大里區,新里,台中市大里區中興路二段480號,120.69009,24.1106745,"no. 480, section 2, zhongxing rd, dali district, taichung city, taiwan 412",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,大里區,新家,台中市大里區新仁路一段71-2號.71-3號,120.706814,24.1116804,"no. 71, section 1, xinren rd, dali district, taichung city, taiwan 412",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台中市,大里區,新堤,台中市大里區立德里甲堤南路71號,120.6954339,24.1025867,"no. 71, jiadi s rd, dali district, taichung city, taiwan 412",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,大里區,新榮,台中市大里區東榮路552號,120.6791302,24.1094827,"no. 552, dongrong rd, dali district, taichung city, taiwan 412",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,大里區,瑞城,台中市大里區瑞城一街1號,120.7018865,24.0857683,"no. 1, ruicheng 1st st, dali district, taichung city, taiwan 412",NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台中市,大里區,樹王,台中市大里區文心南路1252號,120.6674642,24.1053911,"no. 1252, wenxin s rd, dali district, taichung city, taiwan 412",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA
台中市,大里區,興生,台中市大里區大里路95號97號1樓,120.6864432,24.1039988,"1樓, no. 95號97號, dali rd, dali district, taichung city, taiwan 412",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,大里區,興城,台中市大里區塗城路765號,120.698981,24.0893514,"no. 765, tucheng rd, dali district, taichung city, taiwan 412",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,大里區,豐竹,台中市大里區健民路97號,120.7295819,24.0922253,"no. 97, jianmin rd, dali district, taichung city, taiwan 412",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,大里區,蘋果,台中市大里區善化路155號,120.7020083,24.0990565,"no. 155, shanhua rd, dali district, taichung city, taiwan 412",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA
台中市,東區,中農,台中市東區台中路195號197號199號,120.685277,24.13023,"no. 195, taizhong rd, east district, taichung city, taiwan 401",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,東區,世界,台中市東區十甲路202號,120.7028549,24.1444122,"no. 202, shijia rd, east district, taichung city, taiwan 401",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,立和,台中市東區立德街47、49、51、53號,120.6866671,24.1344002,"no. 47, lide st, east district, taichung city, taiwan 401",NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA
台中市,東區,光園,台中市東區東光園路142號,120.6948315,24.1274657,"401, taiwan, taichung city, east district, 東光園路142號",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台中市,東區,東泓,台中市東區東門里東門路140號,120.6998566,24.1271189,"no. 140, dongmen rd, east district, taichung city, taiwan 401",NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台中市,東區,東英,台中市東區自由路四段339號,120.7058365,24.1429219,"no. 339, section 4, ziyou rd, east district, taichung city, taiwan 401",1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,東區,東戰,台中市東區東門路121.123號1樓,120.6972418,24.1272196,"dongmen rd, east district, taichung city, taiwan 401",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,建智,台中市東區建成路668號,120.6904221,24.1319567,"no. 668, jiancheng rd, east district, taichung city, taiwan 401",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,富仁,台中市東區富榮街2號1樓,120.692224,24.1455301,"1, no. 2, furong st, east district, taichung city, taiwan 401",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA
台中市,東區,富由,台中市東區自由路三段169-1號,120.690877,24.1429709,"no. 169-1, section 3, ziyou rd, east district, taichung city, taiwan 401",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,富麗,台中市東區十甲里十甲路397號,120.7076865,24.144607,"no. 397, shijia rd, east district, taichung city, taiwan 401",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,智復,台中市東區復興路四段210號1.2樓.地下層,120.6880808,24.1364476,"no. 210, section 4, fuxing rd, east district, taichung city, taiwan 401",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,進德,台中市東區自由路三段226號及進德路77號,120.6926184,24.1425908,"no. 226, section 3, ziyou rd, east district, taichung city, taiwan 401",NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,新平智,台中市東區新庄里大智路49號,120.6887026,24.1352334,"no. 49, dazhi rd, east district, taichung city, taiwan 401",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,新立德,台中市東區復興路四段4號台中路45號,120.6832692,24.1344019,"no. 4, section 4, fuxing rd, east district, taichung city, taiwan 401",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,新振興,台中市東區十甲東路217號,120.7046297,24.1305691,"no. 217, shijia e rd, east district, taichung city, taiwan 401",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,漢展,台中市東區自由路四段436號,120.7087524,24.142593,"no. 436, section 4, ziyou rd, east district, taichung city, taiwan 401",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,漢溪,台中市東區十甲東路575號1樓,120.7080016,24.1408343,"1, no. 575, shijia e rd, east district, taichung city, taiwan 401",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA
台中市,東區,福明,台中市東區進化路170號1樓,120.6945726,24.146443,"1, no. 170, jinhua rd, east district, taichung city, taiwan 401",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,樂東,台中市東區東英路331號,120.7051082,24.1375857,"no. 331號, dongying rd, east district, taichung city, taiwan 401",NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA
台中市,東區,樂業,台中市東區樂業路259號,120.6999578,24.1390033,"no. 259, leye rd, east district, taichung city, taiwan 401",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,東區,鑫建德,台中市東區建德街174.176.178.180號,120.6920232,24.1295378,"no. 174, jiande st, east district, taichung city, taiwan 401",NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA
台中市,南區,大東家,台中市南區新榮里復興路三段138、140號,120.6731428,24.1301974,"no. 138, section 3, fuxing rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,大時代,台中市南區工學路55號57號,120.6657925,24.1167517,"no. 55, gongxue rd, south district, taichung city, taiwan 402",NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,南區,台火,台中市南區高工路355號1樓,120.6669657,24.1143129,"1, no. 355, gaogong rd, south district, taichung city, taiwan 402",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,民主,台中市南區復興路三段322號324號326號,120.678569,24.132367,"no. 322, section 3, fuxing rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,南區,生活,台中市南區復興路二段71巷70號1樓及忠明南路730巷17號1樓,120.6587768,24.1235507,"及, no. 70, lane 71, section 2, fuxing rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,1,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台中市,南區,光輝,台中市南區美村路二段79號81號1F,120.6623094,24.1289103,"1f, no. 79, section 2, meicun rd, south district, taichung city, taiwan 402",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
台中市,南區,百祐,台中市南區美村路二段188號190號1樓,120.6634976,24.1250313,"1, no. 188, section 2, meicun rd, south district, taichung city, taiwan 402",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,宜寧,台中市南區東興路一段21號1樓,120.6572249,24.1183476,"1, no. 21, section 1, dongxing rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,南區,明興,台中市南區忠明南路929號,120.6655362,24.1193331,"no. 929, zhongming s rd, south district, taichung city, taiwan 402",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,長億,台中市南區工學路108號,120.6616797,24.1170074,"no. 108, gongxue rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,南區,南美,台中市南區南平路182號,120.6657123,24.1232101,"no. 182, nanping rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1
台中市,南區,建丞,台中市南區建成路1683號1樓,120.6736998,24.1262611,"1, no. 1683, jiancheng rd, south district, taichung city, taiwan 402",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA
台中市,南區,高工,台中市南區高工路168號1樓,120.6613929,24.1131336,"1, no. 168, gaogong rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,頂橋,台中市南區興大路338號340號,120.6717267,24.1183271,"no. 338, xingda rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,壹盛,台中市南區忠孝路166號,120.6824764,24.1297045,"no. 166, zhongxiao rd, south district, taichung city, taiwan 402",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,復慶,台中市南區樹義里大慶街二段5-2號,120.6526752,24.1142038,"no. 5-2, section 2, daqing st, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
台中市,南區,無尾熊,台中市南區德富路73號75號1樓,120.653955,24.120686,"1, no. 73, defu rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,南區,詠權,台中市南區五權南路527號,120.6698344,24.1170662,"no. 527, wuquan s rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台中市,南區,超贊,台中市南區高工路202號1樓,120.6636158,24.1133081,"1, no. 202, gaogong rd, south district, taichung city, taiwan 402",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,南區,雅典,台中市南區三民西路377號西川一路1號,120.655456,24.129359,"no. 377, sanmin w rd, south district, taichung city, taiwan 402",NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
台中市,南區,新國光,台中市南區國光路82及84號;愛國街67及69號,120.6784384,24.1309362,"no. 82, aiguo st, south district, taichung city, taiwan 402",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,新學和,台中市南區學府路70號70-1號72號1樓,120.6752247,24.1271091,"1, no. 70, xuefu rd, south district, taichung city, taiwan 402",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,義興,台中市南區復興路一段128號,120.6524795,24.1126751,"no. 128, section 1, fuxing rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,福田,台中市南區文心南路883、885號1樓,120.6591242,24.1111464,"no. 883, wenxin s rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台中市,南區,慶樹,台中市南區樹德里大慶街二段36號,120.6505847,24.1157792,"no. 36, section 2, daqing st, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,南區,樹義,台中市南區福田三街156號1樓,120.6560179,24.1110715,"402025, taiwan, taichung city, south district, 福田三街156號, 1樓",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,興大,台中市南區國光路301號,120.679577,24.122281,"no. 301, guoguang rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,南區,興惠,台中市南區國光路250號,120.6790303,24.121545,"no. 250, guoguang rd, south district, taichung city, taiwan 402",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,興福,台中市南區復興路二段175之1之2號,120.6660115,24.1274676,"no. 175, section 2, fuxing rd, south district, taichung city, taiwan 402",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA
台中市,南區,興學,台中市南區學府路64號,120.6751531,24.1240654,"no. 64, xuefu rd, south district, taichung city, taiwan 402",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,聯信,台中市南區建成路1107號1樓,120.6823632,24.1281579,"1, no. 1107, jiancheng rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,南區,權貴,台中市南區五權南路189號,120.66983,24.1257356,"no. 189, wuquan s rd, south district, taichung city, taiwan 402",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,南區,鑫廣,台中市南區福順里忠明南路787號,120.6608412,24.1234118,"no. 787, zhongming s rd, south district, taichung city, taiwan 402",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1
台中市,太平區,一江橋,台中市太平區東平路1號,120.7358571,24.1331954,"no. 1, dongping rd, taiping district, taichung city, taiwan 406",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,太平區,大榮,台中市太平區中興東路189號191號,120.722848,24.1319849,"no. 189, zhongxing e rd, taiping district, taichung city, taiwan 406",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台中市,太平區,丰太,台中市太平區永豐路351號1樓,120.7037457,24.1117709,"1, no. 351, yongfeng rd, taiping district, taichung city, taiwan 406",NA,1,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA
台中市,太平區,太平,台中市太平區中興路171號,120.7135663,24.1257292,"no. 171, zhongxing rd, taiping district, taichung city, taiwan 406",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台中市,太平區,太隆,台中市太平區德隆里工業路148號150號,120.717718,24.102724,"no. 148號 150號, gongye rd, taiping district, taichung city, taiwan 411",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,1,NA,NA,NA
台中市,太平區,功興,台中市太平區建興路47號,120.7241953,24.1309324,"no. 47號, jianxing rd, taiping district, taichung city, taiwan 406",NA,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,NA
台中市,太平區,立功,台中市太平區育才路446.448.450號,120.7156321,24.1571845,"no. 446, yucai rd, taiping district, taichung city, taiwan 406",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
