en_address,county,town,name,addresses,停車場,廁所,ATM,座位區,ibon WiFi,OPEN! STORE,千禧血壓站,冰塊杯販售,霜淇淋,台塑有機蔬菜,美妝,Mister Donut甜甜圈,ibon,現萃茶,現蒸地瓜,統一生機,OPEN!兒童閱覽室,K·Seren,21TOGO,烘培坊,!+? CAFE RESERVE,博客來,糖果屋,日本7-ELEVEN限定,國際精品專櫃,精品咖啡,CITY CAFE氮氣飲品,天素地蔬,嚴選素材冷凍鮮物,光合帕尼尼,冷凍交貨便,酒BAR,寵物生活專區,酷聖石,甜點專櫃
"No. 138 and 140, Section 3, Fuxing Road, Xinrongli, Nan District, Taichung City",台中市,南區,大東家,台中市南區新榮里復興路三段138、140號,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 57, Gongxue Road, Nan District, Taichung City",台中市,南區,大時代,台中市南區工學路55號57號,,,1,1,1,,,1,,1,,,1,,1,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 355, Gaohu Road, South District, Taichung City",台中市,南區,台火,台中市南區高工路355號1樓,,,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,,,,,,1,,,,
"No. 324, No. 324, Section 3, Fuxing Road, Nan District, Taichung City",台中市,南區,民主,台中市南區復興路三段322號324號326號,,1,1,1,1,,1,1,,1,,,1,,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 70 Lane 70, Lane 70, No. 70, Section 2, Southern District, Taichung City",台中市,南區,生活,台中市南區復興路二段71巷70號1樓及忠明南路730巷17號1樓,,1,1,1,1,,1,,,1,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,1,,
"No. 81, No. 81, No. 79, Section 2, Meicun Road, Nan District, Taichung City",台中市,南區,光輝,台中市南區美村路二段79號81號1F,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,
"1st floor, No. 188, No. 188, Section 2, Mei Village Road, Nan District, Taichung City",台中市,南區,百祐,台中市南區美村路二段188號190號1樓,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 21, No. 21, Section 1, Dongxing Road, South District, Taichung City",台中市,南區,宜寧,台中市南區東興路一段21號1樓,,1,1,1,1,,,1,,1,,,1,,,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 929, Zhongming South Road, South District, Taichung City",台中市,南區,明興,台中市南區忠明南路929號,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"108 Gongxue Road, Nan District, Taichung City",台中市,南區,長億,台中市南區工學路108號,,1,1,1,1,,,,,,,,1,,1,1,,,,,,1,,1,1,,,1,,,1,,,,
"No. 182 Nanping Road, Nanping Road, Taichung City",台中市,南區,南美,台中市南區南平路182號,,1,1,1,1,,1,1,,,1,,1,1,1,1,,,,,,1,,1,1,1,,,,,1,,,,1
"No. 1683, No. 1683, Southern District, Taichung City",台中市,南區,建丞,台中市南區建成路1683號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,,1,,,1,,1,,
"No. 168, No. 168, Gaohu Road, South District, Taichung City",台中市,南區,高工,台中市南區高工路168號1樓,,1,1,1,1,,,1,,1,,,1,,,1,,,,,,,,1,1,,,,,,1,,,,
"No. 340, Xingda Road, South District, Taichung City",台中市,南區,頂橋,台中市南區興大路338號340號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"166 Zhongxiao Road, South District, Taichung City",台中市,南區,壹盛,台中市南區忠孝路166號,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,
"No. 5-2 Section 2, Daqing Street, Shuli, Nan District, Taichung City",台中市,南區,復慶,台中市南區樹義里大慶街二段5-2號,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,,,,,,,,,,
"1st floor, No. 75, Dufu Road, South District, Taichung City",台中市,南區,無尾熊,台中市南區德富路73號75號1樓,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,1,,1,1,1,,1,,,1,,,,
"527, Wuquan South Road, South District, Taichung City",台中市,南區,詠權,台中市南區五權南路527號,,1,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,1,,
"No. 1 Floor, No. 202, Gaohu Road, South District, Taichung City",台中市,南區,超贊,台中市南區高工路202號1樓,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,,1,,,1,,,,
"No. 1 Xichuan 1st Road, No. 377, Sanmin West Road, Nan District, Taichung City",台中市,南區,雅典,台中市南區三民西路377號西川一路1號,,,1,1,1,,,,,1,,,1,,1,,,,,,,,,1,1,1,,1,,,,,,,
"82 and 84, Guoguang Road, South District, Taichung City; 67 and 69, Aiguo Street",台中市,南區,新國光,台中市南區國光路82及84號;愛國街67及69號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 70, No. 70-1, No. 70, No. 70, Nan District, Taichung City",台中市,南區,新學和,台中市南區學府路70號70-1號72號1樓,,,1,1,1,,,1,,,,,1,,1,1,,,,,,1,,1,1,1,,,,,1,,,,
"No. 128, Section 1, Fuxing Road, Nan District, Taichung City",台中市,南區,義興,台中市南區復興路一段128號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 883, 885, No. 883, 885, South District, Taichung City",台中市,南區,福田,台中市南區文心南路883、885號1樓,,1,1,1,1,,,,,1,,,1,1,1,1,,,,,,,,1,1,1,,,,,1,,1,,
"No. 36, Section 2, Daqing Street, South District, Taichung City",台中市,南區,慶樹,台中市南區樹德里大慶街二段36號,,1,1,1,1,,,,,,,,1,1,,,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 156, Futian Third Street, South District, Taichung City",台中市,南區,樹義,台中市南區福田三街156號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"No. 301, Guoguang Road, South District, Taichung City",台中市,南區,興大,台中市南區國光路301號,,1,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 250, Guoguang Road, South District, Taichung City",台中市,南區,興惠,台中市南區國光路250號,,,1,1,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,1,,,,
"No. 2, No. 1, No. 175, Section 2, Fuxing Road, Nan District, Taichung City",台中市,南區,興福,台中市南區復興路二段175之1之2號,,1,1,1,,,,,,1,,,1,,1,,,,,,,1,,1,1,1,,,1,,1,,,,
"64 Xuefu Road, Nan District, Taichung City",台中市,南區,興學,台中市南區學府路64號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"1st Floor, No. 1107, South District, Taichung City",台中市,南區,聯信,台中市南區建成路1107號1樓,,1,1,1,1,,1,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"189, Wuquan South Road, South District, Taichung City",台中市,南區,權貴,台中市南區五權南路189號,,1,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 787, Zhongming South Road, Fushunli, South District, Taichung City",台中市,南區,鑫廣,台中市南區福順里忠明南路787號,,,1,1,1,,,,,,,,1,1,1,1,,,,1,1,1,1,1,1,,,1,,1,1,1,,,1
"No. 1 Dongping Road, Taiping District, Taichung City",台中市,太平區,一江橋,台中市太平區東平路1號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,1,,1,1,1,,1,,,1,,,,
"No. 189, No. 189, Zhongxing East Road, Taiping District, Taichung City",台中市,太平區,大榮,台中市太平區中興東路189號191號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 351, Yongfeng Road, Taiping District, Taichung City",台中市,太平區,丰太,台中市太平區永豐路351號1樓,,1,1,1,1,,,1,,,1,,1,,1,1,,1,,,,1,,1,1,1,,,,,1,1,,1,
"No. 171 ZTE Road, Taiping District, Taichung City",台中市,太平區,太平,台中市太平區中興路171號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 148, No. 148 Delongli Industrial Road, Taiping District, Taichung City",台中市,太平區,太隆,台中市太平區德隆里工業路148號150號,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,1,,,1,1,,,
"No. 47 Jianxing Road, Taiping District, Taichung City",台中市,太平區,功興,台中市太平區建興路47號,,1,1,1,1,,1,1,,,1,,1,1,1,1,,1,,,,1,,1,1,1,,1,,1,1,1,1,,
"No. 446.448.450, Yucai Road, Taiping District, Taichung City",台中市,太平區,立功,台中市太平區育才路446.448.450號,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,1,,,
"No. 707, Guangxing Road, Taiping District, Taichung City",台中市,太平區,光隆,台中市太平區光興路707號,,,1,1,1,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,1,,,,
"Xinglongli 12, Xinglongli, Taiping District, Taichung City",台中市,太平區,光興,台中市太平區興隆里12鄰光興路1632號,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,,,,,,1,,,,
"No. 338, Shixiao Road, Taiping District, Taichung City",台中市,太平區,全利,台中市太平區樹孝路338號,,1,1,,1,,,1,,,,,1,1,1,,,,,,,,,1,,1,,,,,1,,,,
"No. 255, Tai De Road, Taiping District, Taichung City",台中市,太平區,吉仕多,台中市太平區樹德路255號,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 235, Section 4, Zhongshan Road, Taiping District, Taichung City",台中市,太平區,旱溪東,台中市太平區中山路四段235號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 282, Yuxian Road, Taiping District, Taichung City",台中市,太平區,育立,台中市太平區育賢路282號,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,1,,1,,,,
"No. 321.323, Yuxian Road, Taiping District, Taichung City",台中市,太平區,育見,台中市太平區育賢路321.323號,,1,1,1,,,,,,,,,1,1,1,,,,,,,1,,1,1,1,,,,1,1,,,,
"520, Yuxian Road, Taiping District, Taichung City",台中市,太平區,育智,台中市太平區育賢路520號,1,1,1,1,,,,1,,,1,,1,1,1,,,,,,,1,,1,1,1,,,,,1,,1,,
"No. 490, Shixiao Road, Taiping District, Taichung City",台中市,太平區,育鑫,台中市太平區樹孝路490號,,1,1,1,1,,,,,,,1,1,1,1,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 400, Yichang Road, Taiping District, Taichung City",台中市,太平區,宜昌,台中市太平區宜昌路400號,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,
"No. 1, No. 1, Section 3, Xinping Road, Taiping District, Taichung City",台中市,太平區,尚晉,台中市太平區新平路三段1號1樓,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"200 Dongcun Road, Taiping District, Taichung City",台中市,太平區,東村,台中市太平區東村路200號,,1,1,1,1,,,1,,,,,1,1,1,1,,,,,,1,,1,1,1,,,,,,,,,
"No. 312, Xingxing Road, Taiping District, Taichung City",台中市,太平區,金興,台中市太平區新興路312號,1,1,1,1,1,1,,1,,1,,,1,1,1,1,1,,,,,,,1,1,1,1,1,,1,1,,,,
"No. 125, Changyi Yongcheng North Road, Taiping District, Taichung City",台中市,太平區,長德,台中市太平區長億里永成北路125號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 576, Guangxing Road, Taiping District, Taichung City",台中市,太平區,紅億,台中市太平區光興路572號576號,,,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 6, Lane 361, Zhenfu Road, Taiping District, Taichung City",台中市,太平區,振福,台中市太平區振福路361巷6號1樓,,1,1,1,1,,,1,,,,,1,1,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 366-1 368, No. 366-1, No. 366, No. 366, Zhongshan Road, Taiping District, Taichung City",台中市,太平區,盛民興,台中市太平區中山路二段366號366-1號368號,,,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,,1,,,,,1,,,,
"1st Floor, No. 112, 112-1.112-2, Section 4, Zhongshan Road, Taiping District, Taichung City",台中市,太平區,第一,台中市太平區新福里中山路四段112、112-1.112-2號1樓,,,1,1,1,,,1,,,,,1,,1,1,,,,,,1,,1,1,1,,,,,1,1,1,,
"No. 57, Section 2, Zhongshan Road, Pinglin, Taiping District, Taichung City",台中市,太平區,勤科大,台中市太平區坪林里中山路二段57號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,
"No. 151-1, No. 151-1, Daxing Road, Taiping District, Taichung City",台中市,太平區,新大億,台中市太平區大興路151號151-1號,,1,1,1,1,,,1,,1,,,1,,1,1,,,,,,,,1,1,,,,,,1,,,,
"No. 107, No. 107, No. 107, Section 1, Yongping Road, Taiping District, Taichung City",台中市,太平區,新平,台中市太平區永平路一段105號107號1樓,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 217, Section 1, Zhongshan Road, Taiping District, Taichung City",台中市,太平區,新勤益,台中市太平區中山路一段217號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,
"No. 48, Shixiao Road, Taiping District, Taichung City",台中市,太平區,新樹孝,台中市太平區樹孝路48號50號1樓,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 221, No. 221, Section 2, New Ping Road, Taiping District, Taichung City",台中市,太平區,溪洲,台中市太平區新平路二段221號1樓,,1,1,1,1,,,1,,,,,1,,1,,,,,,,1,,1,1,1,,,,1,1,,,,
"Taiping District Taiping District, Taiping District, Taichung City",台中市,太平區,精中,台中市太平區太平一街220號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,
"No. 1, Zhongpingli Road, Zhongpingli, Taiping District, Taichung City",台中市,太平區,精美,台中市太平區中平里精美路1號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"98 Xizhou West Road, Taiping District, Taichung City",台中市,太平區,維樂,台中市太平區溪州西路98號,,1,1,1,,,,,,,1,,1,,1,,,1,,,,1,,1,1,1,,,,,1,,1,1,
"No. 773, Dongping Road, Taiping District, Taichung City",台中市,太平區,樂平,台中市太平區東平路773號1樓,,1,1,1,,,,,,,1,,1,,1,,,1,,,,1,,1,1,1,,,,,1,1,,,
"No. 422, 430, Dongping Road, Taiping District, Taichung City",台中市,太平區,樂樂,台中市太平區東平路422、430號1樓,,1,1,1,,,,,,,1,,1,,1,,,1,,,,1,,1,1,1,,,,,1,,1,,
"98-9, Shide Road, Taiping District, Taichung City",台中市,太平區,樹廣,台中市太平區樹德路98-9號,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,1,,
"345 Huantong Road, Taiping District, Taichung City",台中市,太平區,豐年,台中市太平區環太東路345號,,1,1,1,,,,,,1,1,,1,1,1,,,,,,,1,,1,1,1,,,,,1,,,,
"1F, No. 1, Dayuan Second Street, Taiping District, Taichung City",台中市,太平區,鑫佳慶,台中市太平區大源二街1號1F,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,,,1,,,1,1,,,
"No. 85-1, Xingxing Road, Taiping District, Taichung City",台中市,太平區,鑫德,台中市太平區新興路85-1號,,1,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 2, No. 161, Section 3, Dongguan Road, Heping District, Taichung City",台中市,和平區,和平,台中市和平區東關路三段161之2號,,1,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 135-2, Section 1, Dongguan Road, Heping District, Taichung City",台中市,和平區,欣谷關,台中市和平區東關路一段135-2號1樓,,,1,1,1,,,1,,,1,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 6, Zhongzheng Road, Heping District, Taichung City",台中市,和平區,梨山,台中市和平區中正路6號1樓,,1,1,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 64-5, Section 3, Heping District, Ping District, Taichung City",台中市,和平區,環山,台中市和平區中興路三段64-5號.64-6號,,,1,,,,,1,,1,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"1st Floor, No. 1 Floor, No. 54-1, Zhongming Road, West District, Taichung City",台中市,西區,三中,台中市西區忠明路54-1號1樓、博館路231號233號235號237號1樓,,1,1,1,1,,,1,,1,1,,1,1,1,1,,1,,,,1,,1,1,1,,,,1,1,,1,,
"No. 383, Section 1, Section 1, West District, Taichung City",台中市,西區,上誠,台中市西區向上路一段381號383號385號,,1,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 138, No. 136 Gonggang Road, West District, Taichung City",台中市,西區,大全,台中市西區公館路136號138號,,1,1,1,1,,,1,,1,,,1,1,1,1,,,,,,1,,1,1,1,,1,,,1,,,,
"No. 410 Yingcai Road, West District, Taichung City",台中市,西區,大將作,台中市西區英才路410號,,,1,1,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 64 64, No. 60, Section 1, Section 1, Nantun Road, Xitun Road, Taichung City",台中市,西區,五權,台中市西區南屯路一段60號62號64號,,1,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 33, No. 33, Section 2, Meichuan West Road, West District, Taichung City",台中市,西區,日進,台中市西區梅川西路二段33號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"No. 119, Wusheng Road, West District, Taichung City",台中市,西區,台麗,台中市西區五權路119號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 157 Public Welfare Road, West District, Taichung City",台中市,西區,市民,台中市西區公益路157號,,,1,,1,,,,,,1,,1,,,,,,,,,,,1,1,1,,,,,,,,,
"No. 22-1, Siwei Street, West District, Taichung City",台中市,西區,民府,台中市西區四維街22-1號24號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"No. 7, No. 1, No. 1, Section 1, Section 1, Meicun Road, Xizhun City, Taichung City",台中市,西區,向美,台中市西區美村路一段302之1號302之7號,,1,1,1,1,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"No. 57, Section 3, Dongxing Road, West District, Taichung City",台中市,西區,向勝,台中市西區東興路三段57號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,,1,,,,,1,,,,
"No. 95, Section No. 95, West District, Taichung City",台中市,西區,向興,台中市西區向上路一段95號,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"1st floor, No. 2-13, Wuxu Road, Western District, Taichung City",台中市,西區,安龍,台中市西區五權路2-12號2-13號1樓,,1,1,1,1,,,1,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"1st Floor, No.11, No. 16, No. 16, Zhongming South Road, West District, Taichung City",台中市,西區,忠明義,台中市西區忠明南路16號16之1號18號1樓,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,1,,,1,,,,
"192, Zhongming South Road, West District, Taichung City",台中市,西區,忠福,台中市西區忠明南路192號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 6, Mingyi Street, West District, Taichung City",台中市,西區,明義,台中市西區明義街6號,,,1,1,1,1,,1,,,,,1,1,1,1,,,,,,1,,1,1,1,,,,,1,,,,
"1046, 1046-1, 1046-2 1st floor of West District, Taichung City West District",台中市,西區,金典,台中市西區健行路1046、1046-1、1046-2號1樓,,1,1,1,1,,,1,,1,,,1,,1,1,,,,,,,,1,1,1,,,1,,1,1,,1,
"No. 2-104 Wuxi Road, West District, Taichung City and No. 222 Guiwa Street",台中市,西區,保誠,台中市西區五權路2-104號及貴和街222號,,1,1,1,1,,,,,,1,,1,,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 1 Floor, No. 100 Minsheng North Road, West District, Taichung City and No.17 Lane 217, Minquan Road",台中市,西區,奕樂,台中市西區民生北路100號1樓及民權路217巷17號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"No. 54, Section 1, Meicun Road, West District, Taichung City",台中市,西區,美生,台中市西區美村路一段54號,,1,1,1,1,,,,,,,,1,1,,,1,,,,,,,1,1,1,,1,,,1,1,,,
"No. 546, Section 1, Meicun Road, West District, Taichung City",台中市,西區,美村,台中市西區美村路一段542號546號,,1,1,1,1,,,1,,1,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"185 Boguan Road, Xitang District, Taichung City",台中市,西區,虹博,台中市西區博館路185號,,1,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 107, Chengcheng Road, West District, Taichung City",台中市,西區,益風,台中市西區精誠路107號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 517, Minsheng Road, West District, Taichung City",台中市,西區,華生,台中市西區民生路517號,,1,1,1,1,,,,,1,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 126 Public Welfare Road, West District, Taichung City",台中市,西區,超億,台中市西區公益路126號,,1,1,1,,1,,,,,,,1,,1,,,,,,,1,1,1,1,1,,,,1,1,1,,,1
"1st Floor, No. 117, Zhongming South Road, Taichung City",台中市,西區,鄉林夏都,台中市西區忠明南路117號1樓,,1,1,1,1,,,1,,1,,,1,1,1,,,,,,,1,,1,1,1,,1,,,1,,1,,
"No. 155, Minsheng Road, West District, Taichung City",台中市,西區,新五廊,台中市西區民生路155號一樓,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 283, Zhongmei Street, West District, Taichung City",台中市,西區,新文化,台中市西區中美街283號,,1,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 15, Chengcheng Road, West District, Taichung City",台中市,西區,精明,台中市西區精誠路15號,,1,1,1,1,,,1,,,1,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 41, No. 41, Chengcheng Road, Taichung City",台中市,西區,精業,台中市西區精誠路41號之6之7,,,1,,1,,,,,,,,1,,1,,,,,,,,,1,,,,,,,1,,,,
"No. 1, Model Street, Model Street, Taichung City",台中市,西區,模範,台中市西區模範街34巷1號,,1,1,1,1,,,1,,1,1,,1,1,1,1,,,,,,,,1,1,,,,,,1,,1,,
"80 Linsen Road, Xidsen Road, Taichung City and 81 Lequn Street No. 81",台中市,西區,樂群,台中市西區林森路80號及樂群街81號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,
"2nd floor, No. 271, Section 1, Section 1, West District, Taichung City",台中市,西區,權大,台中市西區五權西路一段271號1樓2樓,,1,1,1,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 736, Section 1, Meicun Road, West District, Taichung City",台中市,西區,權美,台中市西區美村路一段736號,,1,1,1,1,,,1,,1,1,,1,,1,,,,,,,,,1,1,1,,1,,,1,,1,,
"No. 98, No. 98, No. 98, North District, Taichung City",台中市,北區,一中,台中市北區一中街98號1樓,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 76, No. 76, Beibei Road, North District, Taichung City",台中市,北區,中友,台中市北區育才北路74號76號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"No. 13 Yude Road, North District, Taichung City",台中市,北區,中醫,台中市北區育德路13號,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,1,,1,1,,,,
"No. 2 Bachelor Road, Beach District, Taichung City",台中市,北區,中醫五權,台中市北區學士路2號,,,,,1,,,,,,,,,,1,,,,,,,,,1,1,,,1,,1,,,,,
"1st floor, No. 413, North Road, North District, Taichung City",台中市,北區,元保,台中市北區進化北路413號1樓,,1,1,1,,,,1,,,1,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 11, No. 138, No. 138, Section 2, Tianjin Road, Taichung City",台中市,北區,文津,台中市北區天津路二段138之10號之11號,,1,1,1,1,,,1,,,,,1,,,1,1,,,,,,,1,1,1,,,,,1,,,,
"No. 109, No. 107, Shaanxi Road, North District, Taichung City",台中市,北區,平西,台中市北區陜西路107號109號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 297, Evolutionary North Road, North District, Taichung City",台中市,北區,永進,台中市北區進化北路297號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,
"1st floor, No. 95, Bachelor Road, Qiuli, North District, Taichung City",台中市,北區,立夫,台中市北區邱厝里學士路95號１樓,,,,,1,,,,,,,1,1,,1,1,,,1,,,,,1,1,1,,1,,,,,,,
"1st Floor, No. 180, Riying Street, Wenzhuangli, Beach District, Taichung City",台中市,北區,光大國宅,台中市北區文莊里日興街180號1樓,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 1 Self -Qiangyi Street, North District, Taichung City",台中市,北區,合作,台中市北區自強一街1號,,1,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,1,,1,1,,1,,
"No. 272.274.276 and No. 221 Taiping Road, Taichung North District, Taichung City",台中市,北區,旭日,台中市北區五權路272.274.276號與太平路221號,,1,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 102, Section 1, Zhongqing Road, North District, Taichung City",台中市,北區,汶昇,台中市北區中清路一段102號,,,,1,,1,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
"No. 102, No. 102, Section 1, Zhongqing Road, North District, Taichung City",台中市,北區,汶莊,台中市北區中清路一段102號1樓,,,1,1,1,1,,1,,,1,,1,1,1,,,,,,,1,,1,1,1,,1,1,1,1,1,,,1
"583 Evolution Road, North District, Taichung City",台中市,北區,育仁,台中市北區進化路583號,,,1,1,1,,,1,,,1,,1,1,1,1,,,,,,,,1,1,1,,,,,1,,1,,
"No. 506, 508, Section 1 of Zhongqing Road, North District, Taichung City",台中市,北區,亞太,台中市北區中清路一段506、508號,,,1,1,1,,,1,,,1,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 143, Section 1, Chongde Road, North District, Taichung City",台中市,北區,庚樺,台中市北區崇德路一段143之2號,,,1,,1,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"1st Floor, 1st Floor, No. 492, Section 1, Section 1, Taiyuan Road, Taiyuan Road, Taichung City",台中市,北區,忠太,台中市北區太原路一段492號地下1層和忠明八街1號1樓,,,1,,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 426, Zhongming Road, North District, Taichung City",台中市,北區,忠權,台中市北區忠明路426號1樓,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 48, Section 1, Laili Lishan Road, North District, Taichung City",台中市,北區,昌鴻,台中市北區賴厝里山西路一段48號,1,1,1,1,1,,,,,1,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 141, No. 141, Section 2, Beiping Road, Taichung City",台中市,北區,東義,台中市北區北平路二段141號1樓,,,1,1,1,,,1,,,,,1,,1,1,,,,,,1,,1,1,1,,,,,,,,,
"No. 387, Wuquan Road, North District, Taichung City and No. 13 Wuchang Street",台中市,北區,奕慶,台中市北區五權路387號及五常街13號15號,,,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,
